tanggal_transaksi,nama_produk,kategori,total_pengeluaran
2018-04-30,supermart,Belanja,31350.0
2018-04-30,to family,Lain-lain,95000.0
2018-04-30,milk 1lit,Makanan/Minuman,13680.0
2018-04-30,toast packet,Makanan/Minuman,8550.0
2018-04-30,current residence - tata play recharge,Tagihan/Utilitas,33440.0
2018-04-30,6 kachori,Makanan/Minuman,13680.0
2018-05-01,milk 1lit,Makanan/Minuman,13680.0
2018-05-01,home,Lain-lain,1900000.0
2018-05-01,pocket money,Lain-lain,49400.0
2018-05-01,refresh tears drop,Kesehatan,23180.0
2018-05-01,itone eye drops,Kesehatan,8170.0
2018-05-02,mango 1.5 kg,Makanan/Minuman,53200.0
2018-05-03,bhaji + vadapav,Makanan/Minuman,7600.0
2018-05-04,supermart,Belanja,7030.0
2018-05-04,milk 1lit,Makanan/Minuman,13680.0
2018-05-05,pocket money,Lain-lain,114000.0
2018-05-07,milk 1lit,Makanan/Minuman,13680.0
2018-05-07,home food delivery,Makanan/Minuman,81700.0
2018-05-07,mahanagar gas,Tagihan/Utilitas,97850.0
2018-05-07,mall parking,Transportasi,3800.0
2018-05-07,handwash container2 + window cleaner,Belanja,206340.0
2018-05-08,shaving,Lain-lain,9500.0
2018-05-08,milk 1lit,Makanan/Minuman,13680.0
2018-05-08,kaju katli half kg,Makanan/Minuman,95000.0
2018-05-09,half lit  milk,Makanan/Minuman,6840.0
2018-05-09,netflix,Tagihan/Utilitas,37810.0
2018-05-09,mata + toi + et,Tagihan/Utilitas,2280.0
2018-05-09,toast packet,Makanan/Minuman,8550.0
2018-05-10,2 faluda,Makanan/Minuman,15200.0
2018-05-11,1 packet,Makanan/Minuman,3800.0
2018-05-12,domino's pizza,Makanan/Minuman,83030.0
2018-05-12,4 kachori,Makanan/Minuman,9120.0
2018-05-12,catering service,Makanan/Minuman,13300.0
2018-05-12,milk 1lit,Makanan/Minuman,13680.0
2018-05-13,gel pen refills,Pendidikan,2280.0
2018-05-13,clothes ironing,Lain-lain,14630.0
2018-05-14,2 current residence to place 0,Transportasi,7600.0
2018-05-14,2 place 0 to place 3,Transportasi,7600.0
2018-05-14,2 dozens mango + 1kg litchi,Makanan/Minuman,237500.0
2018-05-14,potato chips,Makanan/Minuman,2850.0
2018-05-14,place 2 station to permanent residence,Transportasi,9500.0
2018-05-14,digilock room charges,Lain-lain,7600.0
2018-05-14,data booster pack,Tagihan/Utilitas,57190.0
2018-05-15,cookies & cream family pack,Makanan/Minuman,25650.0
2018-05-15,lg washing machine,Belanja,4085000.0
2018-05-15,within city,Transportasi,5700.0
2018-05-15,permanent residence to gh road,Transportasi,9500.0
2018-05-18,data booster pack,Tagihan/Utilitas,57190.0
2018-05-19,data booster pack,Tagihan/Utilitas,2850.0
2018-05-19,flour mill,Belanja,4750.0
2018-05-20,"soap, shampoo, razor",Lain-lain,23180.0
2018-05-21,pocket money,Lain-lain,26600.0
2018-05-22,2 all out refill,Kesehatan,29260.0
2018-05-23,permanent residence - tata play recharge,Tagihan/Utilitas,31540.0
2018-05-24,data booster pack,Tagihan/Utilitas,126730.0
2018-05-26,permanent residence to motor driving school,Transportasi,9500.0
2018-05-27,soap + dahya pav kg,Belanja,14250.0
2018-05-28,hair cut,Lain-lain,19000.0
2018-05-28,data booster pack,Tagihan/Utilitas,4750.0
2018-06-09,data booster pack,Tagihan/Utilitas,126730.0
2018-06-10,sofa covers,Belanja,570000.0
2018-06-11,12 eggs,Makanan/Minuman,15960.0
2018-06-11,marathon,Lain-lain,267330.0
2018-06-15,2cc place 2 to ddr spl train,Transportasi,230584.0
2018-06-15,data booster pack,Tagihan/Utilitas,2850.0
2018-06-18,data booster pack,Tagihan/Utilitas,2850.0
2018-06-19,data booster pack,Tagihan/Utilitas,4750.0
2018-06-19,pocket money,Lain-lain,380000.0
2018-06-22,data booster pack,Tagihan/Utilitas,34390.0
2018-06-23,auto,Transportasi,5700.0
2018-06-23,annual recharge,Tagihan/Utilitas,483550.0
2018-06-24,permanent residence - tata play recharge,Tagihan/Utilitas,29830.0
2018-06-24,2 vadapav 2 samosa pav,Makanan/Minuman,11400.0
2018-06-24,2 place 5 to place 0,Transportasi,5700.0
2018-06-24,suppliemnts,Kesehatan,40232.0
2018-06-24,milk 1lit,Makanan/Minuman,13680.0
2018-06-24,bread,Makanan/Minuman,3420.0
2018-06-24,2 place 0 to current residence,Transportasi,7600.0
2018-06-25,smart point,Belanja,394060.0
2018-06-25,home food delivery,Makanan/Minuman,60800.0
2018-06-26,bhaji + vadapav,Makanan/Minuman,5700.0
2018-06-26,2 cutting chai,Makanan/Minuman,3800.0
2018-06-26,place 0 to place 4 return,Transportasi,3800.0
2018-06-26,umbrella handle repair,Belanja,13300.0
2018-06-26,aqugurad water purifier,Belanja,2479500.0
2018-06-26,supermart,Belanja,378100.0
2018-06-26,2 place 0 to current residence,Transportasi,5700.0
2018-06-27,shopping at alfa,Lain-lain,896800.0
2018-06-27,planetarium,Lain-lain,58682.0
2018-06-27,mouse pad,Belanja,19000.0
2018-06-27,2 cups,Makanan/Minuman,2660.0
2018-06-27,purse,Lain-lain,85500.0
2018-06-27,mobile cover real mi note pro,Belanja,19000.0
2018-06-27,2 place 0 to place p return,Transportasi,15200.0
2018-06-27,2 current residence to place 0,Transportasi,5700.0
2018-06-27,rainy season chappal,Lain-lain,104500.0
2018-06-27,place p station to alfa market,Transportasi,4750.0
2018-06-28,mast & harbour slides,Lain-lain,12316.0
2018-06-28,vadala road to nehru planetarium,Transportasi,43320.0
2018-06-28,bhaji + vadapav + kachori+ tea,Makanan/Minuman,13300.0
2018-06-28,home food delivery,Makanan/Minuman,86450.0
2018-06-29,3 bulbs 3 pencil cells,Belanja,51300.0
2018-06-29,math tap repair,Belanja,9500.0
2018-06-29,tulsi plant+ pot,Belanja,13300.0
2018-06-30,aqugurad prv,Belanja,228000.0
2018-07-01,undergarments pair of jockey,Lain-lain,81700.0
2018-07-01,2 place 2 to place 1 - shree sharma travels,Transportasi,359100.0
2018-07-01,2 pvr,Lain-lain,87590.0
2018-07-01,vadapav,Makanan/Minuman,2850.0
2018-07-01,clothes ironing,Lain-lain,18620.0
2018-07-01,home,Lain-lain,1900000.0
2018-07-01,milk 1lit,Makanan/Minuman,13680.0
2018-07-02,place 1 bridge to current residence 2 seats,Transportasi,9500.0
2018-07-02,current residence to place 1 bus stop highway,Transportasi,7600.0
2018-07-02,2 place 1 to  mall,Transportasi,4940.0
2018-07-02,face towels + shampoo,Belanja,118940.0
2018-07-02,2 place 6 stand to ms,Transportasi,3800.0
2018-07-02,supermart,Belanja,303050.0
2018-07-03,half lit  milk,Makanan/Minuman,6840.0
2018-07-03,current residence - tata play recharge,Tagihan/Utilitas,29260.0
2018-07-04,2 thyroid (1000) + cholesterol (220) + uric acid (220),Kesehatan,273600.0
2018-07-04,pocket money,Lain-lain,66500.0
2018-07-04,shaving,Lain-lain,9500.0
2018-07-04,doctor fees,Kesehatan,19000.0
2018-07-05,place 0 to place p,Transportasi,3800.0
2018-07-05,current residence to place 0,Transportasi,2850.0
2018-07-05,cutting chai,Makanan/Minuman,1330.0
2018-07-05,terminal 1 to terminal 2,Transportasi,15770.0
2018-07-06,at restaurant,Makanan/Minuman,144400.0
2018-07-06,park inn goa,Transportasi,19000.0
2018-07-07,place 4 to place 0,Transportasi,1900.0
2018-07-07,at restaurant,Makanan/Minuman,380.0
2018-07-07,mahanagar gas,Tagihan/Utilitas,37240.0
2018-07-08,to and fro cab fare contribution,Transportasi,128250.0
2018-07-08,ola cab - current residence chs to eye institute,Transportasi,24700.0
2018-07-08,hospital consultation,Kesehatan,95000.0
2018-07-08,eye drop,Kesehatan,29070.0
2018-07-08,3 cutting chai,Makanan/Minuman,5700.0
2018-07-08,ola cab - eye institute to current residence chs,Transportasi,35150.0
2018-07-09,3.4 lit petrol,Transportasi,68400.0
2018-07-09,shev bhaji sev pav kg,Makanan/Minuman,11400.0
2018-07-09,toast packet,Makanan/Minuman,3800.0
2018-07-11,2 bread packets,Makanan/Minuman,10830.0
2018-07-12,6 eggs,Makanan/Minuman,6650.0
2018-07-13,cataract medicine,Kesehatan,258020.0
2018-07-13,ola cab - eye institute to current residence chs,Transportasi,35720.0
2018-07-14,ca  - income tax filing,Lain-lain,380000.0
2018-07-15,4 kachori,Makanan/Minuman,9120.0
2018-07-15,vegetables,Makanan/Minuman,95000.0
2018-07-15,fruits,Makanan/Minuman,5700.0
2018-07-16,7 kachori,Makanan/Minuman,15960.0
2018-07-16,sony wi-c100 earphones wireless,Belanja,226100.0
2018-07-16,12 clothes ironing,Lain-lain,15960.0
2018-07-18,m d sure 4kg atta,Makanan/Minuman,41040.0
2018-07-19,dahi 4 packets,Makanan/Minuman,7600.0
2018-07-20,ola cab - eye institute to current residence chs,Transportasi,29450.0
2018-07-20,cataract medicine,Kesehatan,199120.0
2018-07-20,onion 1 kg,Makanan/Minuman,4750.0
2018-07-20,chocobar,Makanan/Minuman,3800.0
2018-07-20,cataract medicine,Kesehatan,16530.0
2018-07-20,potato 1kg,Makanan/Minuman,4750.0
2018-07-21,toast packet,Makanan/Minuman,8550.0
2018-07-21,2 bhajipav + 2 vadapav,Makanan/Minuman,11400.0
2018-07-21,khajur pav kg,Makanan/Minuman,5700.0
2018-07-21,supermart,Belanja,69920.0
2018-07-23,current residence - tata play recharge,Tagihan/Utilitas,29260.0
2018-07-23,4 plates poha,Makanan/Minuman,19000.0
2018-07-26,toast packet,Makanan/Minuman,7600.0
2018-07-27,demat account charges,Lain-lain,156940.0
2018-07-28,supermart,Belanja,712500.0
2018-07-28,vegetables,Makanan/Minuman,37050.0
2018-07-28,2 inox,Lain-lain,91458.0
2018-07-28,pocket money,Lain-lain,38000.0
2018-07-29,medu vada 3 plate,Makanan/Minuman,19950.0
2018-07-29,paneer pizza,Makanan/Minuman,49400.0
2018-07-29,decathlon place a to place a station,Transportasi,9500.0
2018-07-29,2 place 0 to place a returns,Transportasi,7600.0
2018-07-29,current residence to place 0,Transportasi,2850.0
2018-07-30,1 plates poha,Makanan/Minuman,4750.0
2018-07-30,catering service,Makanan/Minuman,40280.0
2018-07-30,medicine,Kesehatan,25080.0
2018-07-30,glucose d(50) + flora bc (40)+cyra 20(10),Kesehatan,19000.0
2018-07-31,10 melody,Makanan/Minuman,1900.0
2018-07-31,13 clothes ironing,Lain-lain,17290.0
2018-07-31,home,Lain-lain,5700000.0
2018-07-31,july salary,Lain-lain,380000.0
2018-08-01,pocket money,Lain-lain,7600.0
2018-08-02,m d sure 4kg atta,Makanan/Minuman,41040.0
2018-08-02,supermart,Belanja,3420.0
2018-08-02,eyewear glasses advance,Kesehatan,190000.0
2018-08-03,pocket money,Lain-lain,380000.0
2018-08-05,current residence to place 0,Transportasi,2850.0
2018-08-05,place 0 to place 4 return,Transportasi,3800.0
2018-08-05,pocket money,Lain-lain,19000.0
2018-08-05,for family,Lain-lain,647900.0
2018-08-05,bows,Lain-lain,75620.0
2018-08-05,cutting chai,Makanan/Minuman,1900.0
2018-08-05,eyewear glasses payment remaining,Kesehatan,817000.0
2018-08-06,hair cut,Lain-lain,19000.0
2018-08-10,pocket money,Lain-lain,6650.0
2018-08-11,8 kachori,Makanan/Minuman,18240.0
2018-08-13,chocobar,Makanan/Minuman,3800.0
2018-08-13,vanila cup,Makanan/Minuman,1900.0
2018-08-13,supermart,Belanja,112860.0
2018-08-13,half kg lahsoon,Makanan/Minuman,8550.0
2018-08-13,brass puja plate and diva,Belanja,41800.0
2018-08-13,5 litres can distilled water,Belanja,19000.0
2018-08-14,dahi,Makanan/Minuman,6080.0
2018-08-14,pocket money,Lain-lain,5700.0
2018-08-14,toothpaste patanjali,Belanja,30400.0
2018-08-14,8 clothes ironing,Lain-lain,10640.0
2018-08-14,vanila family pack,Makanan/Minuman,21850.0
2018-08-15,warna srikhand half kg,Makanan/Minuman,55100.0
2018-08-15,m d sure 4kg atta,Makanan/Minuman,41040.0
2018-08-16,permanent residence - tata play recharge,Tagihan/Utilitas,29830.0
2018-08-17,dahi 2 packets,Makanan/Minuman,3800.0
2018-08-17,half lit  milk,Makanan/Minuman,6840.0
2018-08-19,1 month subscription,Tagihan/Utilitas,37810.0
2018-08-21,cutting chai,Makanan/Minuman,2280.0
2018-08-21,half lit  milk,Makanan/Minuman,6840.0
2018-08-22,half lit  milk,Makanan/Minuman,7030.0
2018-08-23,2 place 2 to place 3 : sevagram express 3ac,Transportasi,248026.0
2018-08-23,catering service,Makanan/Minuman,11400.0
2018-08-23,2 place 3 to place 2 : amritsar express 3ac,Transportasi,229026.0
2018-08-24,home food delivery,Makanan/Minuman,212800.0
2018-08-24,rajgira ladu,Makanan/Minuman,3800.0
2018-08-24,ganpati+ navratri vargani,Lain-lain,190000.0
2018-08-24,half lit  milk,Makanan/Minuman,6840.0
2018-08-25,13 clothes ironing,Lain-lain,17290.0
2018-08-27,half lit  milk,Makanan/Minuman,6840.0
2018-08-27,khari packet,Makanan/Minuman,8550.0
2018-08-27,2 plates poha,Makanan/Minuman,11400.0
2018-08-27,dahi 2 packets,Makanan/Minuman,3800.0
2018-08-29,half lit  milk,Makanan/Minuman,6840.0
2018-08-29,chocobar,Makanan/Minuman,2850.0
2018-08-29,baking soda,Makanan/Minuman,5130.0
2018-08-30,supermart,Belanja,65170.0
2018-08-30,warna srikhand pav kg,Makanan/Minuman,14820.0
2018-08-31,farewell contribution,Lain-lain,22420.0
2018-08-31,domino's pizza,Makanan/Minuman,97062.0
2018-08-31,pocket money,Lain-lain,190000.0
2018-08-31,half lit  milk,Makanan/Minuman,6840.0
2018-09-03,pocket money,Lain-lain,380000.0
2018-09-05,bread,Makanan/Minuman,3420.0
2018-09-05,half lit  milk,Makanan/Minuman,6840.0
2018-09-05,2 kachori,Makanan/Minuman,4560.0
2018-09-05,shev puri,Makanan/Minuman,7600.0
2018-09-05,chinese bhel,Makanan/Minuman,5700.0
2018-09-05,11 clothes ironing,Lain-lain,14630.0
2018-09-06,amul butter,Makanan/Minuman,10450.0
2018-09-07,half lit  milk,Makanan/Minuman,7030.0
2018-09-08,pocket money,Lain-lain,7600.0
2018-09-10,half lit  milk,Makanan/Minuman,6840.0
2018-09-11,home food delivery,Makanan/Minuman,123500.0
2018-09-11,half lit  milk,Makanan/Minuman,6840.0
2018-09-12,data booster pack,Tagihan/Utilitas,126730.0
2018-09-13,1kg atta,Makanan/Minuman,8740.0
2018-09-13,hbr 2 months subscription,Lain-lain,15770.0
2018-09-13,2 place 0 to place 3,Transportasi,7600.0
2018-09-14,place 2 station to permanent residence,Transportasi,9500.0
2018-09-15,permanent residence - tata play recharge,Tagihan/Utilitas,38000.0
2018-09-16,ganesh idol,Lain-lain,47690.0
2018-09-17,data booster pack,Tagihan/Utilitas,3610.0
2018-09-19,1 month subscription,Tagihan/Utilitas,37810.0
2018-09-20,idli medu vada mix 2 plates,Makanan/Minuman,11400.0
2018-09-20,2 place 5 to place 0,Transportasi,5700.0
2021-01-01,atm withdrawal,Keuangan,6574.0
2021-01-01,atm withdrawal,Keuangan,61361.0
2021-01-01,shopping,Belanja,8189.0
2021-01-01,gym membership,Kesehatan,6381.0
2021-01-01,shopping,Belanja,999999.0
2021-01-01,doctor consultation,Kesehatan,3346.0
2021-01-01,internet bill,Tagihan/Utilitas,76296.0
2021-01-02,medicine,Kesehatan,677.0
2021-01-02,atm withdrawal,Keuangan,33639.0
2021-01-02,atm withdrawal,Keuangan,8117.0
2021-01-02,monthly rent payment,Tagihan/Utilitas,8065.0
2021-01-02,grocery shopping,Belanja,3805.0
2021-01-02,lunch,Makanan/Minuman,5725.0
2021-01-03,doctor consultation,Kesehatan,1992.0
2021-01-03,internet bill,Tagihan/Utilitas,4129.0
2021-01-03,fixed deposit,Investasi,4398.0
2021-01-03,uber ride,Transportasi,70569.0
2021-01-04,shopping,Belanja,1228.0
2021-01-04,atm withdrawal,Keuangan,4632.0
2021-01-04,uber ride,Transportasi,64814.0
2021-01-04,uber ride,Transportasi,9915.0
2021-01-04,medicine,Kesehatan,9977.0
2021-01-04,online course,Pendidikan,54312.0
2021-01-04,atm withdrawal,Keuangan,7751.0
2021-01-05,shopping,Belanja,9560.0
2021-01-05,movie tickets,Hiburan,18229.0
2021-01-06,electricity bill,Tagihan/Utilitas,6741.0
2021-01-06,lunch,Makanan/Minuman,32323.0
2021-01-06,movie tickets,Hiburan,2938.0
2021-01-06,restaurant dinner,Makanan/Minuman,2672.0
2021-01-06,gym membership,Kesehatan,49741.0
2021-01-06,medicine,Kesehatan,7762.0
2021-01-06,grocery shopping,Belanja,4271.0
2021-01-06,online course,Pendidikan,7086.0
2021-01-06,petrol,Transportasi,9276.0
2021-01-06,atm withdrawal,Keuangan,758.0
2021-01-07,lunch,Makanan/Minuman,8361.0
2021-01-07,movie tickets,Hiburan,13463.0
2021-01-07,online course,Pendidikan,5980.0
2021-01-08,internet bill,Tagihan/Utilitas,8702.0
2021-01-08,electricity bill,Tagihan/Utilitas,18087.0
2021-01-08,internet bill,Tagihan/Utilitas,9995.0
2021-01-08,monthly rent payment,Tagihan/Utilitas,1663.0
2021-01-08,coffee,Makanan/Minuman,1377.0
2021-01-08,books,Pendidikan,6130.0
2021-01-08,grocery shopping,Belanja,6970.0
2021-01-09,movie tickets,Hiburan,1720.0
2021-01-09,atm withdrawal,Keuangan,34601.0
2021-01-09,grocery shopping,Belanja,5615.0
2021-01-09,online course,Pendidikan,1437.0
2021-01-09,lunch,Makanan/Minuman,26983.0
2021-01-09,medicine,Kesehatan,5056.0
2021-01-09,uber ride,Transportasi,7391.0
2021-01-09,fixed deposit,Investasi,15931.0
2021-01-10,grocery shopping,Belanja,5720.0
2021-01-10,atm withdrawal,Keuangan,1131.0
2021-01-10,electricity bill,Tagihan/Utilitas,3602.0
2021-01-10,doctor consultation,Kesehatan,9675.0
2021-01-10,fixed deposit,Investasi,4331.0
2021-01-10,medicine,Kesehatan,6392.0
2021-01-11,shopping,Belanja,588.0
2021-01-11,movie tickets,Hiburan,5111.0
2021-01-11,internet bill,Tagihan/Utilitas,29287.0
2021-01-12,shopping,Belanja,1861.0
2021-01-12,doctor consultation,Kesehatan,30717.0
2021-01-12,lunch,Makanan/Minuman,5258.0
2021-01-12,atm withdrawal,Keuangan,4953.0
2021-01-12,restaurant dinner,Makanan/Minuman,3201.0
2021-01-12,coffee,Makanan/Minuman,8687.0
2021-01-12,monthly rent payment,Tagihan/Utilitas,4005.0
2021-01-13,movie tickets,Hiburan,48604.0
2021-01-13,atm withdrawal,Keuangan,1845.0
2021-01-14,shopping,Belanja,27805.0
2021-01-14,atm withdrawal,Keuangan,660.0
2021-01-14,restaurant dinner,Makanan/Minuman,5614.0
2021-01-14,gym membership,Kesehatan,5529.0
2021-01-15,emi payment,Tagihan/Utilitas,43245.0
2021-01-15,medicine,Kesehatan,8909.0
2021-01-15,grocery shopping,Belanja,6600.0
2021-01-15,petrol,Transportasi,6121.0
2021-01-16,coffee,Makanan/Minuman,67519.0
2021-01-16,coffee,Makanan/Minuman,72704.0
2021-01-16,fixed deposit,Investasi,8747.0
2021-01-16,medicine,Kesehatan,4789.0
2021-01-16,doctor consultation,Kesehatan,4554.0
2021-01-16,movie tickets,Hiburan,8831.0
2021-01-16,monthly rent payment,Tagihan/Utilitas,6786.0
2021-01-17,monthly rent payment,Tagihan/Utilitas,4158.0
2021-01-17,online course,Pendidikan,1008.0
2021-01-17,medicine,Kesehatan,36887.0
2021-01-17,monthly rent payment,Tagihan/Utilitas,37741.0
2021-01-17,coffee,Makanan/Minuman,7225.0
2021-01-17,medicine,Kesehatan,252.0
2021-01-17,uber ride,Transportasi,6896.0
2021-01-18,restaurant dinner,Makanan/Minuman,41499.0
2021-01-18,online course,Pendidikan,2784.0
2021-01-18,atm withdrawal,Keuangan,3900.0
2021-01-18,emi payment,Tagihan/Utilitas,4588.0
2021-01-18,lunch,Makanan/Minuman,79079.0
2021-01-18,internet bill,Tagihan/Utilitas,9500.0
2021-01-19,fixed deposit,Investasi,3440.0
2021-01-19,train ticket,Transportasi,1208.0
2021-01-19,grocery shopping,Belanja,1214.0
2021-01-19,shopping,Belanja,1768.0
2021-01-20,medicine,Kesehatan,4322.0
2021-01-20,medicine,Kesehatan,8808.0
2021-01-20,train ticket,Transportasi,12864.0
2021-01-20,grocery shopping,Belanja,201.0
2021-01-20,grocery shopping,Belanja,33910.0
2021-01-20,coffee,Makanan/Minuman,37161.0
2021-01-21,online course,Pendidikan,2871.0
2021-01-22,grocery shopping,Belanja,3860.0
2021-01-22,books,Pendidikan,2163.0
2021-01-22,gym membership,Kesehatan,5264.0
2021-01-23,lunch,Makanan/Minuman,2273.0
2021-01-23,online course,Pendidikan,3716.0
2021-01-23,monthly rent payment,Tagihan/Utilitas,2090.0
2021-01-23,petrol,Transportasi,6604.0
2021-01-23,fixed deposit,Investasi,6915.0
2021-01-23,lunch,Makanan/Minuman,2143.0
2021-01-24,doctor consultation,Kesehatan,7900.0
2021-01-24,doctor consultation,Kesehatan,7472.0
2021-01-24,shopping,Belanja,60673.0
2021-01-25,coffee,Makanan/Minuman,32645.0
2021-01-25,gym membership,Kesehatan,33737.0
2021-01-25,shopping,Belanja,8065.0
2021-01-26,restaurant dinner,Makanan/Minuman,65556.0
2021-01-27,uber ride,Transportasi,3204.0
2021-01-27,movie tickets,Hiburan,79870.0
2021-01-27,grocery shopping,Belanja,2865.0
2021-01-27,books,Pendidikan,6894.0
2021-01-28,atm withdrawal,Keuangan,6008.0
2021-01-28,fixed deposit,Investasi,999999.0
2021-01-28,movie tickets,Hiburan,6064.0
2021-01-29,online course,Pendidikan,479.0
2021-01-29,movie tickets,Hiburan,14500.0
2021-01-29,shopping,Belanja,59567.0
2021-01-29,shopping,Belanja,44992.0
2021-01-30,books,Pendidikan,999999.0
2021-01-30,shopping,Belanja,3444.0
2021-01-30,petrol,Transportasi,5009.0
2021-01-30,petrol,Transportasi,45894.0
2021-01-31,coffee,Makanan/Minuman,4045.0
2021-01-31,train ticket,Transportasi,3226.0
2021-01-31,internet bill,Tagihan/Utilitas,8629.0
2021-01-31,shopping,Belanja,4113.0
2021-02-01,coffee,Makanan/Minuman,5143.0
2021-02-01,electricity bill,Tagihan/Utilitas,7062.0
2021-02-01,online course,Pendidikan,7782.0
2021-02-01,shopping,Belanja,51266.0
2021-02-01,restaurant dinner,Makanan/Minuman,1416.0
2021-02-01,electricity bill,Tagihan/Utilitas,6980.0
2021-02-02,electricity bill,Tagihan/Utilitas,4219.0
2021-02-02,shopping,Belanja,1378.0
2021-02-03,coffee,Makanan/Minuman,1095.0
2021-02-03,internet bill,Tagihan/Utilitas,7505.0
2021-02-03,restaurant dinner,Makanan/Minuman,5305.0
2021-02-03,books,Pendidikan,165.0
2021-02-03,coffee,Makanan/Minuman,40149.0
2021-02-03,shopping,Belanja,34257.0
2021-02-03,doctor consultation,Kesehatan,371.0
2021-02-04,doctor consultation,Kesehatan,5193.0
2021-02-04,fixed deposit,Investasi,25973.0
2021-02-04,electricity bill,Tagihan/Utilitas,3103.0
2021-02-04,lunch,Makanan/Minuman,9098.0
2021-02-04,lunch,Makanan/Minuman,4157.0
2021-02-04,movie tickets,Hiburan,3896.0
2021-02-05,emi payment,Tagihan/Utilitas,3654.0
2021-02-05,monthly rent payment,Tagihan/Utilitas,5389.0
2021-02-06,doctor consultation,Kesehatan,4885.0
2021-02-06,gym membership,Kesehatan,3080.0
2021-02-07,books,Pendidikan,936.0
2021-02-07,fixed deposit,Investasi,2353.0
2021-02-07,movie tickets,Hiburan,2121.0
2021-02-08,shopping,Belanja,6592.0
2021-02-08,movie tickets,Hiburan,5375.0
2021-02-08,electricity bill,Tagihan/Utilitas,341.0
2021-02-09,grocery shopping,Belanja,749.0
2021-02-09,gym membership,Kesehatan,4687.0
2021-02-09,internet bill,Tagihan/Utilitas,46810.0
2021-02-09,internet bill,Tagihan/Utilitas,9229.0
2021-02-09,electricity bill,Tagihan/Utilitas,9132.0
2021-02-09,coffee,Makanan/Minuman,3409.0
2021-02-09,coffee,Makanan/Minuman,6734.0
2021-02-10,train ticket,Transportasi,817.0
2021-02-10,restaurant dinner,Makanan/Minuman,4290.0
2021-02-10,medicine,Kesehatan,7618.0
2021-02-10,gym membership,Kesehatan,6457.0
2021-02-10,monthly rent payment,Tagihan/Utilitas,3060.0
2021-02-10,books,Pendidikan,2382.0
2021-02-10,online course,Pendidikan,2464.0
2021-02-11,electricity bill,Tagihan/Utilitas,22993.0
2021-02-11,books,Pendidikan,4891.0
2021-02-12,monthly rent payment,Tagihan/Utilitas,6147.0
2021-02-12,restaurant dinner,Makanan/Minuman,3427.0
2021-02-12,train ticket,Transportasi,33121.0
2021-02-12,online course,Pendidikan,3535.0
2021-02-13,internet bill,Tagihan/Utilitas,5866.0
2021-02-13,grocery shopping,Belanja,6650.0
2021-02-13,emi payment,Tagihan/Utilitas,3400.0
2021-02-13,coffee,Makanan/Minuman,5634.0
2021-02-13,internet bill,Tagihan/Utilitas,886.0
2021-02-13,coffee,Makanan/Minuman,4122.0
2021-02-13,movie tickets,Hiburan,13715.0
2021-02-13,grocery shopping,Belanja,65888.0
2021-02-13,restaurant dinner,Makanan/Minuman,2657.0
2021-02-13,medicine,Kesehatan,5351.0
2021-02-14,internet bill,Tagihan/Utilitas,8953.0
2021-02-14,lunch,Makanan/Minuman,76935.0
2021-02-14,grocery shopping,Belanja,1245.0
2021-02-14,fixed deposit,Investasi,2174.0
2021-02-14,internet bill,Tagihan/Utilitas,3180.0
2021-02-14,online course,Pendidikan,8513.0
2021-02-14,books,Pendidikan,955.0
2021-02-14,books,Pendidikan,5806.0
2021-02-14,fixed deposit,Investasi,1029.0
2021-02-15,internet bill,Tagihan/Utilitas,74183.0
2021-02-15,monthly rent payment,Tagihan/Utilitas,1773.0
2021-02-15,gym membership,Kesehatan,37834.0
2021-02-15,monthly rent payment,Tagihan/Utilitas,71607.0
2021-02-15,grocery shopping,Belanja,7725.0
2021-02-15,movie tickets,Hiburan,27184.0
2021-02-15,movie tickets,Hiburan,5120.0
2021-02-16,shopping,Belanja,6658.0
2021-02-16,shopping,Belanja,466.0
2021-02-16,uber ride,Transportasi,59364.0
2021-02-16,online course,Pendidikan,2243.0
2021-02-16,petrol,Transportasi,3661.0
2021-02-16,electricity bill,Tagihan/Utilitas,3696.0
2021-02-17,uber ride,Transportasi,5501.0
2021-02-17,internet bill,Tagihan/Utilitas,8504.0
2021-02-17,doctor consultation,Kesehatan,6534.0
2021-02-17,electricity bill,Tagihan/Utilitas,72923.0
2021-02-18,grocery shopping,Belanja,9142.0
2021-02-18,movie tickets,Hiburan,4813.0
2021-02-18,lunch,Makanan/Minuman,3871.0
2021-02-18,train ticket,Transportasi,999999.0
2021-02-18,books,Pendidikan,862.0
2021-02-19,monthly rent payment,Tagihan/Utilitas,12836.0
2021-02-19,fixed deposit,Investasi,3872.0
2021-02-19,medicine,Kesehatan,47673.0
2021-02-19,gym membership,Kesehatan,15783.0
2021-02-20,emi payment,Tagihan/Utilitas,67474.0
2021-02-20,online course,Pendidikan,5814.0
2021-02-20,movie tickets,Hiburan,328.0
2021-02-20,online course,Pendidikan,780.0
2021-02-20,books,Pendidikan,870.0
2021-02-20,gym membership,Kesehatan,8670.0
2021-02-20,grocery shopping,Belanja,32787.0
2021-02-20,medicine,Kesehatan,3586.0
2021-02-20,online course,Pendidikan,5549.0
2021-02-20,train ticket,Transportasi,4343.0
2021-02-21,doctor consultation,Kesehatan,23340.0
2021-02-21,medicine,Kesehatan,3727.0
2021-02-21,atm withdrawal,Keuangan,18885.0
2021-02-21,medicine,Kesehatan,2419.0
2021-02-21,online course,Pendidikan,8105.0
2021-02-21,movie tickets,Hiburan,4067.0
